Type                                  Module                      Label             Process   
edm::ValueMap<edm::Ptr<reco::CaloCluster> >    "particleFlowSuperClusterHGCalFromMultiCl"   "PFClusterAssociationEBEE"   "RECO"    
edm::ValueMap<edm::Ptr<reco::CaloCluster> >    "particleFlowSuperClusterOOTECAL"   "PFClusterAssociationEBEE"   "RECO"    
edm::ValueMap<edm::Ptr<reco::CaloCluster> >    "particleFlowSuperClusterECAL"   "PFClusterAssociationES"   "RECO"    
edm::ValueMap<edm::Ptr<reco::CaloCluster> >    "particleFlowSuperClusterHGCal"   "PFClusterAssociationES"   "RECO"    
edm::ValueMap<edm::Ptr<reco::CaloCluster> >    "particleFlowSuperClusterHGCalFromMultiCl"   "PFClusterAssociationES"   "RECO"    
edm::ValueMap<edm::Ptr<reco::CaloCluster> >    "particleFlowSuperClusterOOTECAL"   "PFClusterAssociationES"   "RECO"    
edm::ValueMap<edm::Ptr<reco::PFCandidate> >    "particleFlow"              "electrons"       "RECO"    
edm::ValueMap<edm::Ptr<reco::PFCandidate> >    "particleFlow"              "muons"           "RECO"    
edm::ValueMap<edm::Ptr<reco::PFCandidate> >    "particleFlow"              "photons"         "RECO"    
edm::ValueMap<edm::Ref<vector<reco::Muon>,reco::Muon,edm::refhelper::FindUsingAdvance<vector<reco::Muon>,reco::Muon> > >    "muons"                     "muons1stStep2muonsMap"   "RECO"    
edm::ValueMap<edm::Ref<vector<reco::Photon>,reco::Photon,edm::refhelper::FindUsingAdvance<vector<reco::Photon>,reco::Photon> > >    "gedPhotons"                "valMapPFEgammaCandToPhoton"   "RECO"    
edm::ValueMap<edm::Ref<vector<reco::PreId>,reco::PreId,edm::refhelper::FindUsingAdvance<vector<reco::PreId>,reco::PreId> > >    "trackerDrivenElectronSeeds"   "preid"           "RECO"    
edm::ValueMap<float>                  "ak8PFJetsPuppiSoftDropMass"   ""                "RECO"    
edm::ValueMap<float>                  "eidLoose"                  ""                "RECO"    
edm::ValueMap<float>                  "eidRobustHighEnergy"       ""                "RECO"    
edm::ValueMap<float>                  "eidRobustLoose"            ""                "RECO"    
edm::ValueMap<float>                  "eidRobustTight"            ""                "RECO"    
edm::ValueMap<float>                  "eidTight"                  ""                "RECO"    
edm::ValueMap<float>                  "offlinePrimaryVertices"    ""                "RECO"    
edm::ValueMap<float>                  "offlinePrimaryVertices4D"   ""                "RECO"    
edm::ValueMap<float>                  "offlinePrimaryVertices4DWithBS"   ""                "RECO"    
edm::ValueMap<float>                  "offlinePrimaryVertices4DnoPID"   ""                "RECO"    
edm::ValueMap<float>                  "offlinePrimaryVertices4DnoPIDWithBS"   ""                "RECO"    
edm::ValueMap<float>                  "offlinePrimaryVerticesWithBS"   ""                "RECO"    
edm::ValueMap<float>                  "offlineSlimmedPrimaryVertices"   ""                "RECO"    
edm::ValueMap<float>                  "puppi"                     ""                "RECO"    
edm::ValueMap<float>                  "puppiNoLep"                ""                "RECO"    
edm::ValueMap<float>                  "ecalBarrelClusterFastTimer"   "PerfectResolutionModel"   "RECO"    
edm::ValueMap<float>                  "ecalBarrelClusterFastTimer"   "PerfectResolutionModelResolution"   "RECO"    
edm::ValueMap<float>                  "trackExtenderWithMTD"      "btlMatchChi2"    "RECO"    
edm::ValueMap<float>                  "trackExtenderWithMTD"      "btlMatchTimeChi2"   "RECO"    
edm::ValueMap<float>                  "trackExtenderWithMTD"      "etlMatchChi2"    "RECO"    
edm::ValueMap<float>                  "trackExtenderWithMTD"      "etlMatchTimeChi2"   "RECO"    
edm::ValueMap<float>                  "trackExtenderWithMTD"      "generalTrackBeta"   "RECO"    
edm::ValueMap<float>                  "trackExtenderWithMTD"      "generalTrackPathLength"   "RECO"    
edm::ValueMap<float>                  "trackExtenderWithMTD"      "generalTrackp"   "RECO"    
edm::ValueMap<float>                  "trackTimeValueMapProducer"   "generalTracksConfigurableFlatResolutionModel"   "RECO"    
edm::ValueMap<float>                  "trackTimeValueMapProducer"   "generalTracksConfigurableFlatResolutionModelResolution"   "RECO"    
edm::ValueMap<float>                  "trackTimeValueMapProducer"   "generalTracksPerfectResolutionModel"   "RECO"    
edm::ValueMap<float>                  "trackTimeValueMapProducer"   "generalTracksPerfectResolutionModelResolution"   "RECO"    
edm::ValueMap<float>                  "trackExtenderWithMTD"      "generalTracksigmat0"   "RECO"    
edm::ValueMap<float>                  "trackExtenderWithMTD"      "generalTracksigmatmtd"   "RECO"    
edm::ValueMap<float>                  "trackExtenderWithMTD"      "generalTrackt0"   "RECO"    
edm::ValueMap<float>                  "trackExtenderWithMTD"      "generalTracktmtd"   "RECO"    
edm::ValueMap<float>                  "mtdTrackQualityMVA"        "mtdQualMVA"      "RECO"    
edm::ValueMap<float>                  "trackExtenderWithMTD"      "pathLength"      "RECO"    
edm::ValueMap<float>                  "tofPID"                    "probK"           "RECO"    
edm::ValueMap<float>                  "tofPID"                    "probP"           "RECO"    
edm::ValueMap<float>                  "tofPID"                    "probPi"          "RECO"    
edm::ValueMap<float>                  "tofPID"                    "sigmat0"         "RECO"    
edm::ValueMap<float>                  "tofPID"                    "sigmat0safe"     "RECO"    
edm::ValueMap<float>                  "trackExtenderWithMTD"      "sigmatmtd"       "RECO"    
edm::ValueMap<float>                  "tofPID"                    "t0"              "RECO"    
edm::ValueMap<float>                  "tofPID"                    "t0safe"          "RECO"    
edm::ValueMap<float>                  "trackExtenderWithMTD"      "tmtd"            "RECO"    
edm::ValueMap<int>                    "offlinePrimaryVertices"    ""                "RECO"    
edm::ValueMap<int>                    "offlinePrimaryVertices4D"   ""                "RECO"    
edm::ValueMap<int>                    "offlinePrimaryVertices4DWithBS"   ""                "RECO"    
edm::ValueMap<int>                    "offlinePrimaryVertices4DnoPID"   ""                "RECO"    
edm::ValueMap<int>                    "offlinePrimaryVertices4DnoPIDWithBS"   ""                "RECO"    
edm::ValueMap<int>                    "offlinePrimaryVerticesWithBS"   ""                "RECO"    
edm::ValueMap<int>                    "trackExtenderWithMTD"      "generalTrackassoc"   "RECO"    
edm::ValueMap<int>                    "dedxHitInfo"               "prescale"        "RECO"    
edm::ValueMap<reco::DeDxData>         "dedxHarmonic2"             ""                "RECO"    
edm::ValueMap<reco::DeDxData>         "dedxPixelHarmonic2"        ""                "RECO"    
edm::ValueMap<reco::DeDxData>         "dedxTruncated40"           ""                "RECO"    
edm::ValueMap<reco::IsoDeposit>       "muIsoDepositJets"          ""                "RECO"    
edm::ValueMap<reco::IsoDeposit>       "muIsoDepositTk"            ""                "RECO"    
edm::ValueMap<reco::IsoDeposit>       "muIsoDepositCalByAssociatorTowers"   "ecal"            "RECO"    
edm::ValueMap<reco::IsoDeposit>       "muIsoDepositCalByAssociatorTowers"   "hcal"            "RECO"    
edm::ValueMap<reco::IsoDeposit>       "muIsoDepositCalByAssociatorTowers"   "ho"              "RECO"    
edm::ValueMap<reco::JetID>            "ak4JetID"                  ""                "RECO"    
edm::ValueMap<reco::MuonCosmicCompatibility>    "muons"                     "cosmicsVeto"     "RECO"    
edm::ValueMap<reco::MuonMETCorrectionData>    "muonMETValueMapProducer"   "muCorrData"      "RECO"    
edm::ValueMap<reco::MuonShower>       "muons"                     "muonShowerInformation"   "RECO"    
edm::ValueMap<reco::MuonSimInfo>      "muonSimClassifier"         ""                "RECO"    
edm::ValueMap<reco::MuonTimeExtra>    "muons"                     "combined"        "RECO"    
edm::ValueMap<reco::MuonTimeExtra>    "muons"                     "csc"             "RECO"    
edm::ValueMap<reco::MuonTimeExtra>    "muons"                     "dt"              "RECO"    
edm::ValueMap<reco::SingleTauDiscriminatorContainer>    "hpsPFTauBasicDiscriminators"   ""                "RECO"    
edm::ValueMap<reco::SingleTauDiscriminatorContainer>    "hpsPFTauBasicDiscriminatorsdR03"   ""                "RECO"    
edm::ValueMap<reco::SingleTauDiscriminatorContainer>    "hpsPFTauDiscriminationByIsolationMVArun2v1DBdR03oldDMwLT"   ""                "RECO"    
edm::ValueMap<reco::SingleTauDiscriminatorContainer>    "hpsPFTauDiscriminationByIsolationMVArun2v1DBnewDMwLT"   ""                "RECO"    
edm::ValueMap<reco::SingleTauDiscriminatorContainer>    "hpsPFTauDiscriminationByIsolationMVArun2v1DBoldDMwLT"   ""                "RECO"    
edm::ValueMap<reco::SingleTauDiscriminatorContainer>    "hpsPFTauDiscriminationByMVA6ElectronRejection"   ""                "RECO"    
edm::ValueMap<reco::SingleTauDiscriminatorContainer>    "hpsPFTauDiscriminationByMuonRejection3"   ""                "RECO"    
edm::ValueMap<pair<float,float> >     "hgcalLayerClusters"        "timeLayerCluster"   "RECO"    
edm::ValueMap<vector<edm::Ref<vector<reco::PFCandidate>,reco::PFCandidate,edm::refhelper::FindUsingAdvance<vector<reco::PFCandidate>,reco::PFCandidate> > > >    "particleBasedIsolation"    "gedGsfElectrons"   "RECO"    
edm::ValueMap<vector<edm::Ref<vector<reco::PFCandidate>,reco::PFCandidate,edm::refhelper::FindUsingAdvance<vector<reco::PFCandidate>,reco::PFCandidate> > > >    "particleBasedIsolation"    "gedPhotons"      "RECO"    
edm::ValueMap<unsigned int>           "muons"                     "cosmicsVeto"     "RECO"    
edmNew::DetSetVector<FTLCluster>      "mtdClusters"               "FTLBarrel"       "RECO"    
edmNew::DetSetVector<FTLCluster>      "mtdClusters"               "FTLEndcap"       "RECO"    
edmNew::DetSetVector<Phase2TrackerCluster1D>    "siPhase2Clusters"          ""                "RECO"    
edmNew::DetSetVector<SiPixelCluster>    "siPixelClusters"           ""                "RECO"    
edmNew::DetSetVector<TTCluster<edm::Ref<edm::DetSetVector<Phase2TrackerDigi>,Phase2TrackerDigi,edm::refhelper::FindForDetSetVector<Phase2TrackerDigi> > > >    "TTStubsFromPhase2TrackerDigis"   "ClusterAccepted"   "RECO"    
edmNew::DetSetVector<TTStub<edm::Ref<edm::DetSetVector<Phase2TrackerDigi>,Phase2TrackerDigi,edm::refhelper::FindForDetSetVector<Phase2TrackerDigi> > > >    "TTStubsFromPhase2TrackerDigis"   "StubAccepted"    "RECO"    
edmNew::DetSetVector<TTStub<edm::Ref<edm::DetSetVector<Phase2TrackerDigi>,Phase2TrackerDigi,edm::refhelper::FindForDetSetVector<Phase2TrackerDigi> > > >    "TTStubsFromPhase2TrackerDigis"   "StubRejected"    "RECO"    
float                                 "l1pfProducerBarrel"        "z0"              "RECO"    
float                                 "l1pfProducerHF"            "z0"              "RECO"    
float                                 "l1pfProducerHGCal"         "z0"              "RECO"    
float                                 "l1pfProducerHGCalNoTK"     "z0"              "RECO"    
pat::PackedTriggerPrescales           "patTrigger"                ""                "RECO"    
pat::PackedTriggerPrescales           "patTrigger"                "l1max"           "RECO"    
pat::PackedTriggerPrescales           "patTrigger"                "l1min"           "RECO"    
reco::BeamHaloSummary                 "BeamHaloSummary"           ""                "RECO"    
reco::BeamSpot                        "offlineBeamSpot"           ""                "RECO"    
reco::BeamSpot                        "onlineMetaDataDigis"       ""                "RECO"    
reco::CSCHaloData                     "CSCHaloData"               ""                "RECO"    
reco::EcalHaloData                    "EcalHaloData"              ""                "RECO"    
reco::GlobalHaloData                  "GlobalHaloData"            ""                "RECO"    
reco::HcalHaloData                    "HcalHaloData"              ""                "RECO"    
reco::JetFlavourInfoMatchingCollection   "slimmedGenJetsFlavourInfos"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByDeadECALElectronRejection"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByDecayModeFinding"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByDecayModeFindingNewDMs"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByDecayModeFindingOldDMs"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByLooseElectronRejection"   ""                "RECO"    
pair<int,vector<L1CSCSPStatusDigi> >    "csctfDigis"                ""                "RECO"    
vector<BeamSpotOnline>                "scalersRawToDigi"          ""                "RECO"    
vector<CTPPSLocalTrackLite>           "ctppsLocalTrackLiteProducer"   ""                "RECO"    
vector<DcsStatus>                     "scalersRawToDigi"          ""                "RECO"    
vector<L1AcceptBunchCrossing>         "scalersRawToDigi"          ""                "RECO"    
vector<L1CaloEmCand>                  "gctDigis"                  ""                "RECO"    
vector<L1CaloRegion>                  "gctDigis"                  ""                "RECO"    
vector<L1CaloRegion>                  "simCaloStage2Layer1Digis"   ""                "RECO"    
vector<L1GctEmCand>                   "gctDigis"                  "isoEm"           "RECO"    
vector<L1GctEmCand>                   "gctDigis"                  "nonIsoEm"        "RECO"    
vector<L1GctEtHad>                    "gctDigis"                  ""                "RECO"    
vector<L1GctEtMiss>                   "gctDigis"                  ""                "RECO"    
vector<L1GctEtTotal>                  "gctDigis"                  ""                "RECO"    
vector<L1GctFibreWord>                "gctDigis"                  ""                "RECO"    
vector<L1GctHFBitCounts>              "gctDigis"                  ""                "RECO"    
vector<L1GctHFRingEtSums>             "gctDigis"                  ""                "RECO"    
vector<L1GctHtMiss>                   "gctDigis"                  ""                "RECO"    
vector<L1GctInternEmCand>             "gctDigis"                  ""                "RECO"    
vector<L1GctInternEtSum>              "gctDigis"                  ""                "RECO"    
vector<L1GctInternHFData>             "gctDigis"                  ""                "RECO"    
vector<L1GctInternHtMiss>             "gctDigis"                  ""                "RECO"    
vector<L1GctInternJetData>            "gctDigis"                  ""                "RECO"    
vector<L1GctJetCand>                  "gctDigis"                  "cenJets"         "RECO"    
vector<L1GctJetCand>                  "gctDigis"                  "forJets"         "RECO"    
vector<L1GctJetCand>                  "gctDigis"                  "tauJets"         "RECO"    
vector<L1GctJetCounts>                "gctDigis"                  ""                "RECO"    
vector<L1MuBMTrack>                   "simBmtfDigis"              "BMTF"            "RECO"    
vector<L1MuBMTrackSegEta>             "simBmtfDigis"              "BMTF"            "RECO"    
vector<L1MuBMTrackSegPhi>             "simBmtfDigis"              "BMTF"            "RECO"    
vector<L1MuGMTCand>                   "gtDigis"                   ""                "RECO"    
vector<L1MuRegionalCand>              "gtDigis"                   "CSC"             "RECO"    
vector<L1MuRegionalCand>              "gtDigis"                   "DT"              "RECO"    
vector<L1MuRegionalCand>              "gtDigis"                   "RPCb"            "RECO"    
vector<L1MuRegionalCand>              "gtDigis"                   "RPCf"            "RECO"    
vector<L1TriggerError>                "gctDigis"                  ""                "RECO"    
vector<L1TriggerScalers>              "scalersRawToDigi"          ""                "RECO"    
vector<Level1TriggerScalers>          "scalersRawToDigi"          ""                "RECO"    
vector<LumiScalers>                   "scalersRawToDigi"          ""                "RECO"    
vector<PileupSummaryInfo>             "slimmedAddPileupInfo"      ""                "RECO"    
vector<TICLCandidate>                 "ticlCandidateFromTracksters"   ""                "RECO"    
vector<TTTrack<edm::Ref<edm::DetSetVector<Phase2TrackerDigi>,Phase2TrackerDigi,edm::refhelper::FindForDetSetVector<Phase2TrackerDigi> > > >    "TTTracksFromExtendedTrackletEmulation"   "Level1TTTracks"   "RECO"    
vector<TTTrack<edm::Ref<edm::DetSetVector<Phase2TrackerDigi>,Phase2TrackerDigi,edm::refhelper::FindForDetSetVector<Phase2TrackerDigi> > > >    "TTTracksFromTrackletEmulation"   "Level1TTTracks"   "RECO"    
vector<TotemFEDInfo>                  "ctppsDiamondRawToDigi"     "TimingDiamond"   "RECO"    
vector<TotemFEDInfo>                  "totemRPRawToDigi"          "TrackingStrip"   "RECO"    
vector<TrajectorySeed>                "CosmicMuonSeed"            ""                "RECO"    
vector<TrajectorySeed>                "ancientMuonSeed"           ""                "RECO"    
vector<TrajectorySeed>                "displacedMuonSeeds"        ""                "RECO"    
vector<double>                        "ak4CaloJets"               "rhos"            "RECO"    
vector<double>                        "ak4PFJets"                 "rhos"            "RECO"    
vector<double>                        "ak4PFJetsCHS"              "rhos"            "RECO"    
vector<double>                        "ak4PFJetsPuppi"            "rhos"            "RECO"    
vector<double>                        "ak4PFL1Calo"               "rhos"            "RECO"    
vector<double>                        "ak4PFL1PF"                 "rhos"            "RECO"    
vector<double>                        "ak4PFL1Puppi"              "rhos"            "RECO"    
vector<double>                        "ak4TrackJets"              "rhos"            "RECO"    
vector<double>                        "ak8PFJetsPuppi"            "rhos"            "RECO"    
vector<double>                        "ak8PFJetsPuppiSoftDrop"    "rhos"            "RECO"    
vector<double>                        "ak4CaloJets"               "sigmas"          "RECO"    
vector<double>                        "ak4PFJets"                 "sigmas"          "RECO"    
vector<double>                        "ak4PFJetsCHS"              "sigmas"          "RECO"    
vector<double>                        "ak4PFJetsPuppi"            "sigmas"          "RECO"    
vector<double>                        "ak4PFL1Calo"               "sigmas"          "RECO"    
vector<double>                        "ak4PFL1PF"                 "sigmas"          "RECO"    
vector<double>                        "ak4PFL1Puppi"              "sigmas"          "RECO"    
vector<double>                        "ak4TrackJets"              "sigmas"          "RECO"    
vector<double>                        "ak8PFJetsPuppi"            "sigmas"          "RECO"    
vector<double>                        "ak8PFJetsPuppiSoftDrop"    "sigmas"          "RECO"    
vector<edm::ErrorSummaryEntry>        "logErrorHarvester"         ""                "RECO"    
vector<edm::FwdPtr<reco::PFCandidate> >    "particleFlowPtrs"          ""                "RECO"    
vector<edm::FwdPtr<reco::PFCandidate> >    "particleFlowTmpPtrs"       ""                "RECO"    
vector<float>                         "ticlTrackstersEM"          ""                "RECO"    
vector<float>                         "ticlTrackstersHAD"         ""                "RECO"    
vector<float>                         "ticlTrackstersMIP"         ""                "RECO"    
vector<float>                         "ticlTrackstersTrk"         ""                "RECO"    
vector<float>                         "hgcalLayerClusters"        "InitialLayerClustersMask"   "RECO"    
vector<float>                         "generalTracks"             "MVAValues"       "RECO"    
vector<l1t::EMTFHit>                  "simEmtfDigis"              ""                "RECO"    
vector<l1t::EMTFTrack>                "simEmtfDigis"              ""                "RECO"    
vector<l1t::PFCandidate>              "l1pfCandidates"            "Calo"            "RECO"    
vector<l1t::PFCandidate>              "l1pfProducerBarrel"        "Calo"            "RECO"    
vector<l1t::PFCandidate>              "l1pfProducerHF"            "Calo"            "RECO"    
vector<l1t::PFCandidate>              "l1pfProducerHGCal"         "Calo"            "RECO"    
vector<l1t::PFCandidate>              "l1pfProducerHGCalNoTK"     "Calo"            "RECO"    
vector<l1t::PFCandidate>              "l1pfProducerBarrel"        "EmCalo"          "RECO"    
vector<l1t::PFCandidate>              "l1pfProducerHF"            "EmCalo"          "RECO"    
vector<l1t::PFCandidate>              "l1pfProducerHGCal"         "EmCalo"          "RECO"    
vector<l1t::PFCandidate>              "l1pfProducerHGCalNoTK"     "EmCalo"          "RECO"    
vector<l1t::PFCandidate>              "l1pfCandidates"            "PF"              "RECO"    
vector<l1t::PFCandidate>              "l1pfProducerBarrel"        "PF"              "RECO"    
vector<l1t::PFCandidate>              "l1pfProducerHF"            "PF"              "RECO"    
vector<l1t::PFCandidate>              "l1pfProducerHGCal"         "PF"              "RECO"    
vector<l1t::PFCandidate>              "l1pfProducerHGCalNoTK"     "PF"              "RECO"    
vector<l1t::PFCandidate>              "l1pfCandidates"            "Puppi"           "RECO"    
vector<l1t::PFCandidate>              "l1pfProducerBarrel"        "Puppi"           "RECO"    
vector<l1t::PFCandidate>              "l1pfProducerHF"            "Puppi"           "RECO"    
vector<l1t::PFCandidate>              "l1pfProducerHGCal"         "Puppi"           "RECO"    
vector<l1t::PFCandidate>              "l1pfProducerHGCalNoTK"     "Puppi"           "RECO"    
vector<l1t::PFCandidate>              "l1pfCandidates"            "TK"              "RECO"    
vector<l1t::PFCandidate>              "l1pfProducerBarrel"        "TK"              "RECO"    
vector<l1t::PFCandidate>              "l1pfProducerHF"            "TK"              "RECO"    
vector<l1t::PFCandidate>              "l1pfProducerHGCal"         "TK"              "RECO"    
vector<l1t::PFCandidate>              "l1pfProducerHGCalNoTK"     "TK"              "RECO"    
vector<l1t::PFCandidate>              "l1pfCandidates"            "TKVtx"           "RECO"    
vector<l1t::PFCandidate>              "l1pfProducerBarrel"        "TKVtx"           "RECO"    
vector<l1t::PFCandidate>              "l1pfProducerHF"            "TKVtx"           "RECO"    
vector<l1t::PFCandidate>              "l1pfProducerHGCal"         "TKVtx"           "RECO"    
vector<l1t::PFCandidate>              "l1pfProducerHGCalNoTK"     "TKVtx"           "RECO"    
vector<l1t::PFCluster>                "pfClustersFromHGC3DClusters"   ""                "RECO"    
vector<l1t::PFCluster>                "pfClustersFromL1EGClusters"   ""                "RECO"    
vector<l1t::PFCluster>                "pfClustersFromCombinedCaloHCal"   "calibrated"      "RECO"    
vector<l1t::PFCluster>                "pfClustersFromCombinedCaloHF"   "calibrated"      "RECO"    
vector<l1t::PFCluster>                "pfClustersFromCombinedCaloHCal"   "ecalCells"       "RECO"    
vector<l1t::PFCluster>                "pfClustersFromCombinedCaloHF"   "ecalCells"       "RECO"    
vector<l1t::PFCluster>                "pfClustersFromHGC3DClusters"   "em"              "RECO"    
vector<l1t::PFCluster>                "pfClustersFromCombinedCaloHCal"   "emCalibrated"    "RECO"    
vector<l1t::PFCluster>                "pfClustersFromCombinedCaloHF"   "emCalibrated"    "RECO"    
vector<l1t::PFCluster>                "pfClustersFromCombinedCaloHCal"   "emUncalibrated"   "RECO"    
vector<l1t::PFCluster>                "pfClustersFromCombinedCaloHF"   "emUncalibrated"   "RECO"    
vector<l1t::PFCluster>                "pfClustersFromHGC3DClusters"   "had"             "RECO"    
vector<l1t::PFCluster>                "pfClustersFromCombinedCaloHCal"   "hcalCalibrated"   "RECO"    
vector<l1t::PFCluster>                "pfClustersFromCombinedCaloHF"   "hcalCalibrated"   "RECO"    
vector<l1t::PFCluster>                "pfClustersFromCombinedCaloHCal"   "hcalCells"       "RECO"    
vector<l1t::PFCluster>                "pfClustersFromCombinedCaloHF"   "hcalCells"       "RECO"    
vector<l1t::PFCluster>                "pfClustersFromCombinedCaloHCal"   "hcalUncalibrated"   "RECO"    
vector<l1t::PFCluster>                "pfClustersFromCombinedCaloHF"   "hcalUncalibrated"   "RECO"    
vector<l1t::PFCluster>                "pfClustersFromCombinedCaloHCal"   "hcalUnclustered"   "RECO"    
vector<l1t::PFCluster>                "pfClustersFromCombinedCaloHF"   "hcalUnclustered"   "RECO"    
vector<l1t::PFCluster>                "pfClustersFromCombinedCaloHCal"   "uncalibrated"    "RECO"    
vector<l1t::PFCluster>                "pfClustersFromCombinedCaloHF"   "uncalibrated"    "RECO"    
vector<l1t::PFJet>                    "ak4PFL1CaloCorrected"      ""                "RECO"    
vector<l1t::PFJet>                    "ak4PFL1PFCorrected"        ""                "RECO"    
vector<l1t::PFJet>                    "ak4PFL1PuppiCorrected"     ""                "RECO"    
vector<l1t::PFTrack>                  "pfTracksFromL1TracksBarrel"   ""                "RECO"    
vector<l1t::PFTrack>                  "pfTracksFromL1TracksHGCal"   ""                "RECO"    
vector<l1t::TkElectron>               "L1TkElectronsCrystal"      "EG"              "RECO"    
vector<l1t::TkElectron>               "L1TkElectronsEllipticMatchCrystal"   "EG"              "RECO"    
vector<l1t::TkElectron>               "L1TkElectronsEllipticMatchHGC"   "EG"              "RECO"    
vector<l1t::TkElectron>               "L1TkElectronsHGC"          "EG"              "RECO"    
vector<l1t::TkElectron>               "L1TkElectronsLooseCrystal"   "EG"              "RECO"    
vector<l1t::TkElectron>               "L1TkIsoElectronsCrystal"   "EG"              "RECO"    
vector<l1t::TkElectron>               "L1TkIsoElectronsHGC"       "EG"              "RECO"    
vector<l1t::TkEm>                     "L1TkPhotonsCrystal"        "EG"              "RECO"    
vector<l1t::TkEm>                     "L1TkPhotonsHGC"            "EG"              "RECO"    
vector<l1t::TkMuon>                   "L1TkMuons"                 ""                "RECO"    
vector<l1t::TkPrimaryVertex>          "L1TkPrimaryVertex"         ""                "RECO"    
vector<l1tp2::CaloCrystalCluster>     "L1EGammaClusterEmuProducer"   ""                "RECO"    
vector<l1tp2::CaloTower>              "L1EGammaClusterEmuProducer"   ""                "RECO"    
vector<pat::CompositeCandidate>       "oniaPhotonCandidates"      "conversions"     "RECO"    
vector<pat::Electron>                 "slimmedElectrons"          ""                "RECO"    
vector<pat::Electron>                 "slimmedElectronsFromMultiCl"   ""                "RECO"    
vector<pat::IsolatedTrack>            "isolatedTracks"            ""                "RECO"    
vector<pat::Jet>                      "slimmedJets"               ""                "RECO"    
vector<pat::Jet>                      "slimmedJetsAK8"            ""                "RECO"    
vector<pat::Jet>                      "slimmedJetsPuppi"          ""                "RECO"    
vector<pat::Jet>                      "slimmedJetsAK8PFPuppiSoftDropPacked"   "SubJets"         "RECO"    
vector<pat::MET>                      "slimmedMETs"               ""                "RECO"    
vector<pat::MET>                      "slimmedMETsNoHF"           ""                "RECO"    
vector<pat::MET>                      "slimmedMETsPuppi"          ""                "RECO"    
vector<pat::Muon>                     "slimmedMuons"              ""                "RECO"    
vector<pat::PackedCandidate>          "lostTracks"                ""                "RECO"    
vector<pat::PackedCandidate>          "packedPFCandidates"        ""                "RECO"    
vector<pat::PackedCandidate>          "lostTracks"                "eleTracks"       "RECO"    
vector<pat::PackedGenParticle>        "packedGenParticles"        ""                "RECO"    
vector<pat::Photon>                   "slimmedOOTPhotons"         ""                "RECO"    
vector<pat::Photon>                   "slimmedPhotons"            ""                "RECO"    
vector<pat::Photon>                   "slimmedPhotonsFromMultiCl"   ""                "RECO"    
vector<pat::Tau>                      "slimmedTaus"               ""                "RECO"    
vector<pat::Tau>                      "slimmedTausBoosted"        ""                "RECO"    
vector<pat::TriggerObjectStandAlone>    "slimmedPatTrigger"         ""                "RECO"    
vector<reco::BasicJet>                "ak8PFJetsPuppiSoftDrop"    ""                "RECO"    
vector<reco::CaloCluster>             "hfEMClusters"              ""                "RECO"    
vector<reco::CaloCluster>             "hgcalLayerClusters"        ""                "RECO"    
vector<reco::CaloCluster>             "particleFlowEGamma"        "EBEEClusters"    "RECO"    
vector<reco::CaloCluster>             "particleFlowEGamma"        "ESClusters"      "RECO"    
vector<reco::CaloCluster>             "hybridSuperClusters"       "hybridBarrelBasicClusters"   "RECO"    
vector<reco::CaloCluster>             "multi5x5SuperClusters"     "multi5x5EndcapBasicClusters"   "RECO"    
vector<reco::CaloCluster>             "particleFlowSuperClusterECAL"   "particleFlowBasicClusterECALBarrel"   "RECO"    
vector<reco::CaloCluster>             "particleFlowSuperClusterHGCal"   "particleFlowBasicClusterECALBarrel"   "RECO"    
vector<reco::CaloCluster>             "particleFlowSuperClusterHGCalFromMultiCl"   "particleFlowBasicClusterECALBarrel"   "RECO"    
vector<reco::CaloCluster>             "particleFlowSuperClusterECAL"   "particleFlowBasicClusterECALEndcap"   "RECO"    
vector<reco::CaloCluster>             "particleFlowSuperClusterECAL"   "particleFlowBasicClusterECALPreshower"   "RECO"    
vector<reco::CaloCluster>             "particleFlowSuperClusterHGCal"   "particleFlowBasicClusterECALPreshower"   "RECO"    
vector<reco::CaloCluster>             "particleFlowSuperClusterHGCalFromMultiCl"   "particleFlowBasicClusterECALPreshower"   "RECO"    
vector<reco::CaloCluster>             "particleFlowSuperClusterOOTECAL"   "particleFlowBasicClusterOOTECALBarrel"   "RECO"    
vector<reco::CaloCluster>             "particleFlowSuperClusterOOTECAL"   "particleFlowBasicClusterOOTECALEndcap"   "RECO"    
vector<reco::CaloCluster>             "particleFlowSuperClusterOOTECAL"   "particleFlowBasicClusterOOTECALPreshower"   "RECO"    
vector<reco::CaloCluster>             "reducedEgamma"             "reducedEBEEClusters"   "RECO"    
vector<reco::CaloCluster>             "reducedEgamma"             "reducedESClusters"   "RECO"    
vector<reco::CaloCluster>             "reducedEgamma"             "reducedOOTEBEEClusters"   "RECO"    
vector<reco::CaloCluster>             "reducedEgamma"             "reducedOOTESClusters"   "RECO"    
vector<reco::CaloCluster>             "hgcalLayerClusters"        "sharing"         "RECO"    
vector<reco::CaloCluster>             "hybridSuperClusters"       "uncleanOnlyHybridBarrelBasicClusters"   "RECO"    
